09:57:53 | 200 |            0s | 127.0.0.1 | GET | /ping | -
14:57:24 | 200 |      9.7852ms | 127.0.0.1 | GET | /api/placement/11 | -
14:57:36 | 200 |     13.0808ms | 127.0.0.1 | GET | /api/placement/11 | -
14:57:40 | 200 |      5.9979ms | 127.0.0.1 | GET | /api/placement/11 | -
14:58:04 | 200 |      4.0895ms | 127.0.0.1 | GET | /api/placement/11 | -
14:58:09 | 200 |       4.806ms | 127.0.0.1 | GET | /api/placement/11 | -
14:58:12 | 200 |       7.951ms | 127.0.0.1 | GET | /api/placement/11 | -
16:25:07 | 200 |     15.6605ms | 127.0.0.1 | GET | /api/placement/11 | -
16:25:12 | 200 |      2.9902ms | 127.0.0.1 | GET | /api/placement/11 | -
16:25:14 | 200 |      4.3851ms | 127.0.0.1 | GET | /api/placement/11 | -
16:25:19 | 200 |      4.0016ms | 127.0.0.1 | GET | /api/placement/11 | -
16:30:36 | 200 |     12.3605ms | 127.0.0.1 | GET | /api/placement/11 | -
16:30:39 | 400 |      1.3451ms | 127.0.0.1 | GET | /api/placement/11 | [CustomerID]: '0' | Needs to implement 'required'
16:30:46 | 200 |      5.6987ms | 127.0.0.1 | GET | /api/placement/11 | -
16:33:55 | 200 |      7.6658ms | 127.0.0.1 | GET | /api/placement/11 | -
16:33:58 | 400 |            0s | 127.0.0.1 | GET | /api/placement/11 | [CustomerID]: '0' | Needs to implement 'required'
16:34:58 | 400 |      1.0107ms | 127.0.0.1 | GET | /api/placement/11 | -
16:35:12 | 200 |      8.8769ms | 127.0.0.1 | GET | /api/placement/11 | -
16:35:17 | 400 |      1.1041ms | 127.0.0.1 | GET | /api/placement/11 | -
16:41:07 | 400 |      1.0588ms | 127.0.0.1 | GET | /api/placement/11 | [CustomerID]: '0' | Needs to implement 'required'
16:46:58 | 400 |       2.001ms | 127.0.0.1 | GET | /api/placement/11 | [CustomerID]: '0' | Needs to implement 'required'
16:56:26 | 400 |      1.0672ms | 127.0.0.1 | GET | /api/placement/11 | [customer_id]: '0' | Needs to implement 'required'
16:59:58 | 400 |      1.5761ms | 127.0.0.1 | GET | /api/placement/11 | 'customer_id' field is required 'required'
17:00:47 | 400 |      1.1436ms | 127.0.0.1 | GET | /api/placement/11 | 'customer_id' field is 'required'
17:12:27 | 200 |      1.1258ms | 127.0.0.1 | GET | /api/placement/11 | -
17:12:32 | 200 |      1.8773ms | 127.0.0.1 | GET | /api/placement/11 | -
17:12:35 | 200 |      1.9935ms | 127.0.0.1 | GET | /api/placement/11 | -
17:16:30 | 400 |      1.0318ms | 127.0.0.1 | GET | /api/placement/11 | -
17:17:09 | 400 |      1.7259ms | 127.0.0.1 | GET | /api/placement/11 | -
17:17:12 | 400 |       351.7µs | 127.0.0.1 | GET | /api/placement/11 | -
17:17:26 | 200 |      1.2494ms | 127.0.0.1 | GET | /api/placement/11 | -
17:21:20 | 200 |      3.2111ms | 127.0.0.1 | GET | /api/placement/11 | -
17:21:27 | 400 |       748.4µs | 127.0.0.1 | GET | /api/placement/11 | -
17:21:31 | 400 |         246µs | 127.0.0.1 | GET | /api/placement/11 | -
17:22:54 | 400 |      1.1472ms | 127.0.0.1 | GET | /api/placement/11 | -
19:21:05 | 400 |      1.0509ms | 127.0.0.1 | GET | /api/placement/11 | -
19:21:24 | 200 |      3.6038ms | 127.0.0.1 | GET | /api/placement/11 | -
19:23:23 | 200 |     12.0238ms | 127.0.0.1 | GET | /api/ads/12 | -
19:23:27 | 404 |      4.9504ms | 127.0.0.1 | GET | /api/ads/12444 | -
19:26:38 | 404 |      6.2312ms | 127.0.0.1 | GET | /api/ads/12444 | -
19:26:42 | 200 |      1.9774ms | 127.0.0.1 | GET | /api/ads/11 | -
19:26:45 | 404 |            0s | 127.0.0.1 | GET | /api/ads/ | Cannot GET /api/ads/
19:26:49 | 404 |      2.9758ms | 127.0.0.1 | GET | /api/ads/32423 | -
19:28:29 | 404 |      8.2247ms | 127.0.0.1 | GET | /api/ads/32423 | -
19:28:32 | 200 |      3.7715ms | 127.0.0.1 | GET | /api/ads/11 | -
19:28:35 | 404 |      3.0078ms | 127.0.0.1 | GET | /api/ads/112321 | -
19:28:39 | 200 |      2.5089ms | 127.0.0.1 | GET | /api/ads/11 | -
19:28:49 | 500 |      3.8781ms | 127.0.0.1 | GET | /api/ads/11 | -
19:32:05 | 200 |       6.109ms | 127.0.0.1 | GET | /api/ads/11 | -
19:32:11 | 500 |      4.3562ms | 127.0.0.1 | GET | /api/ads/11 | -
22:09:43 | 200 |      2.8309ms | 127.0.0.1 | GET | /api/placement/11 | -
22:11:00 | 200 |      7.7638ms | 127.0.0.1 | GET | /api/ads/10 | -
22:11:07 | 200 |      1.5319ms | 127.0.0.1 | GET | /api/ads/11 | -
22:11:16 | 404 |            0s | 127.0.0.1 | GET | /api/ads/11d | Cannot GET /api/ads/11d
22:11:19 | 404 |      1.2262ms | 127.0.0.1 | GET | /api/ads/114 | -
22:11:37 | 200 |      1.2656ms | 127.0.0.1 | GET | /api/ads/11 | -
22:45:53 | 404 |     19.5652ms | 127.0.0.1 | GET | /api/placement/11 | -
22:46:44 | 200 |      5.6189ms | 127.0.0.1 | GET | /api/placement/11 | -
22:46:51 | 200 |      2.8871ms | 127.0.0.1 | GET | /api/placement/11 | -
22:50:27 | 200 |      6.3579ms | 127.0.0.1 | GET | /api/placement/11 | -
22:51:16 | 400 |       739.4µs | 127.0.0.1 | GET | /api/placement/11 | -
22:55:37 | 400 |      3.9848ms | 127.0.0.1 | GET | /api/placement/11 | -
22:58:10 | 400 |      4.3271ms | 127.0.0.1 | GET | /api/placement/11 | -
22:58:36 | 400 |       670.1µs | 127.0.0.1 | GET | /api/placement/11 | -
22:58:45 | 400 |       398.9µs | 127.0.0.1 | GET | /api/placement/11 | -
22:58:55 | 200 |      6.4895ms | 127.0.0.1 | GET | /api/placement/11 | -
22:59:03 | 200 |       5.406ms | 127.0.0.1 | GET | /api/placement/11 | -
23:00:09 | 200 |     18.4896ms | 127.0.0.1 | GET | /api/placement/11 | -
23:00:15 | 400 |      1.1113ms | 127.0.0.1 | GET | /api/placement/11 | -
23:00:34 | 200 |      4.6292ms | 127.0.0.1 | GET | /api/placement/11 | -
23:00:56 | 404 |      7.8075ms | 127.0.0.1 | GET | /api/placement/1133 | -
23:37:18 | 404 |      6.3597ms | 127.0.0.1 | GET | /api/placement/1133 | -
23:37:21 | 404 |      6.7357ms | 127.0.0.1 | GET | /api/placement/1133 | -
23:37:27 | 200 |      6.4724ms | 127.0.0.1 | GET | /api/placement/11 | -
23:39:24 | 200 |      4.4022ms | 127.0.0.1 | GET | /api/placement/11 | -
23:39:32 | 400 |         115µs | 127.0.0.1 | GET | /api/placement/11 | -
23:39:47 | 200 |      4.9256ms | 127.0.0.1 | GET | /api/placement/11 | -
23:39:53 | 404 |      4.1354ms | 127.0.0.1 | GET | /api/placement/1122 | -
23:39:58 | 404 |            0s | 127.0.0.1 | GET | /api/placement/11q | Cannot GET /api/placement/11q
23:40:01 | 200 |      8.1447ms | 127.0.0.1 | GET | /api/placement/11 | -
23:59:49 | 200 |     11.3263ms | 127.0.0.1 | GET | /api/placement/11 | -
00:00:00 | 404 |     24.0047ms | 127.0.0.1 | GET | /api/placement/15456461 | -
00:00:03 | 404 |     12.9987ms | 127.0.0.1 | GET | /api/placement/15456461 | -
00:00:07 | 404 |     16.1023ms | 127.0.0.1 | GET | /api/placement/15 | -
00:00:11 | 200 |      8.7577ms | 127.0.0.1 | GET | /api/placement/11 | -
01:18:46 | 200 |      6.5053ms | 127.0.0.1 | GET | /api/placement/11 | -
01:18:58 | 200 |      1.4684ms | 127.0.0.1 | GET | /api/placement/11 | -
01:19:00 | 200 |      4.0191ms | 127.0.0.1 | GET | /api/placement/11 | -
01:19:07 | 200 |      4.0708ms | 127.0.0.1 | GET | /api/placement/11 | -
01:19:09 | 200 |      2.2965ms | 127.0.0.1 | GET | /api/placement/11 | -
01:19:10 | 200 |      2.2009ms | 127.0.0.1 | GET | /api/placement/11 | -
01:19:11 | 200 |      4.4723ms | 127.0.0.1 | GET | /api/placement/11 | -
01:19:12 | 200 |      3.1477ms | 127.0.0.1 | GET | /api/placement/11 | -
01:19:13 | 200 |      3.5514ms | 127.0.0.1 | GET | /api/placement/11 | -
01:19:14 | 200 |       3.191ms | 127.0.0.1 | GET | /api/placement/11 | -
01:19:15 | 200 |       3.218ms | 127.0.0.1 | GET | /api/placement/11 | -
01:19:16 | 200 |      3.1007ms | 127.0.0.1 | GET | /api/placement/11 | -
01:19:17 | 200 |       2.468ms | 127.0.0.1 | GET | /api/placement/11 | -
01:19:18 | 200 |      3.4394ms | 127.0.0.1 | GET | /api/placement/11 | -
01:19:18 | 200 |      2.8963ms | 127.0.0.1 | GET | /api/placement/11 | -
01:19:23 | 400 |         582µs | 127.0.0.1 | GET | /api/placement/11 | -
10:16:25 | 500 |      1.0597ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:26 | 500 |       1.252ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:27 | 500 |      1.3039ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:28 | 500 |       647.2µs | 127.0.0.1 | GET | /api/placement/11 | -
10:16:28 | 500 |         543µs | 127.0.0.1 | GET | /api/placement/11 | -
10:16:29 | 500 |       817.9µs | 127.0.0.1 | GET | /api/placement/11 | -
10:16:29 | 500 |       234.5µs | 127.0.0.1 | GET | /api/placement/11 | -
10:16:31 | 500 |       655.6µs | 127.0.0.1 | GET | /api/placement/11 | -
10:16:31 | 500 |      1.2168ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:31 | 500 |       981.5µs | 127.0.0.1 | GET | /api/placement/11 | -
10:16:32 | 500 |      1.3546ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:32 | 500 |      2.1304ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:32 | 500 |      1.9895ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:33 | 500 |      1.0837ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:33 | 500 |       736.5µs | 127.0.0.1 | GET | /api/placement/11 | -
10:16:33 | 500 |       569.8µs | 127.0.0.1 | GET | /api/placement/11 | -
10:16:34 | 500 |      1.0844ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:34 | 500 |      1.4817ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:34 | 500 |       408.7µs | 127.0.0.1 | GET | /api/placement/11 | -
10:16:34 | 500 |       546.3µs | 127.0.0.1 | GET | /api/placement/11 | -
10:16:35 | 500 |      3.0396ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:35 | 500 |      1.1456ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:35 | 500 |      1.6237ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:35 | 500 |       1.514ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:36 | 500 |      1.4581ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:36 | 500 |      1.4514ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:36 | 500 |      1.1967ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:36 | 500 |      1.1573ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:37 | 500 |       2.517ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:37 | 500 |      2.2679ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:37 | 500 |      1.3072ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:37 | 500 |      1.0279ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:37 | 500 |      1.1274ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:38 | 500 |      2.0574ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:38 | 500 |       1.126ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:38 | 500 |      1.0439ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:38 | 500 |      2.4205ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:38 | 500 |      1.5138ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:39 | 500 |      2.1842ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:39 | 500 |      1.2828ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:39 | 500 |      1.1917ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:39 | 500 |      1.1274ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:39 | 500 |      1.1909ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:39 | 500 |      1.1566ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:40 | 500 |      2.4721ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:40 | 500 |      2.3225ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:40 | 500 |       518.4µs | 127.0.0.1 | GET | /api/placement/11 | -
10:16:40 | 500 |      1.1286ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:40 | 500 |      1.1552ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:40 | 500 |      2.8734ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:41 | 500 |      1.2814ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:41 | 500 |       608.5µs | 127.0.0.1 | GET | /api/placement/11 | -
10:16:41 | 500 |       574.2µs | 127.0.0.1 | GET | /api/placement/11 | -
10:16:41 | 500 |      1.1109ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:41 | 500 |      1.0928ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:41 | 500 |      2.8255ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:42 | 500 |      2.0265ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:42 | 500 |      2.6965ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:42 | 500 |      1.0457ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:42 | 500 |      1.4313ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:42 | 500 |       572.4µs | 127.0.0.1 | GET | /api/placement/11 | -
10:16:42 | 500 |       656.8µs | 127.0.0.1 | GET | /api/placement/11 | -
10:16:42 | 500 |      1.0899ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:43 | 500 |      2.2257ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:43 | 500 |      2.0711ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:43 | 500 |      1.1815ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:43 | 500 |      1.4458ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:43 | 500 |      1.5034ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:43 | 500 |      1.2301ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:43 | 500 |      1.8225ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:44 | 500 |      2.7317ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:44 | 500 |      1.1228ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:44 | 500 |       1.093ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:44 | 500 |       936.2µs | 127.0.0.1 | GET | /api/placement/11 | -
10:16:44 | 500 |      1.2161ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:44 | 500 |       1.207ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:44 | 500 |      1.1008ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:45 | 500 |      2.4626ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:45 | 500 |      2.8217ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:45 | 500 |      2.6749ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:45 | 500 |      2.6603ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:45 | 500 |       533.4µs | 127.0.0.1 | GET | /api/placement/11 | -
10:16:45 | 500 |      1.0392ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:45 | 500 |      1.3294ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:45 | 500 |      1.2214ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:46 | 500 |      2.6514ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:46 | 500 |       2.196ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:46 | 500 |      1.7906ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:46 | 500 |      1.5989ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:46 | 500 |      1.1151ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:46 | 500 |      1.5806ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:46 | 500 |      1.0977ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:46 | 500 |      2.0038ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:47 | 500 |      2.0878ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:47 | 500 |      1.9952ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:47 | 500 |      1.0864ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:47 | 500 |      1.7445ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:47 | 500 |      1.1336ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:47 | 500 |       577.7µs | 127.0.0.1 | GET | /api/placement/11 | -
10:16:47 | 500 |      1.0811ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:47 | 500 |      3.0332ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:48 | 500 |      2.4525ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:48 | 500 |      2.8409ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:48 | 500 |      1.1188ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:48 | 500 |      4.0706ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:48 | 500 |      3.9519ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:48 | 500 |      1.1496ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:48 | 500 |       894.6µs | 127.0.0.1 | GET | /api/placement/11 | -
10:16:48 | 500 |      1.0704ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:48 | 500 |      1.3869ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:49 | 500 |      3.1873ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:49 | 500 |      1.8943ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:49 | 500 |      1.7396ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:49 | 500 |       940.6µs | 127.0.0.1 | GET | /api/placement/11 | -
10:16:49 | 500 |      1.7395ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:49 | 500 |       667.4µs | 127.0.0.1 | GET | /api/placement/11 | -
10:16:49 | 500 |      1.7238ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:49 | 500 |      1.1914ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:49 | 500 |      1.8702ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:50 | 500 |      2.7069ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:50 | 500 |      2.7986ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:50 | 500 |      1.9357ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:50 | 500 |      3.0031ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:50 | 500 |      2.6169ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:50 | 500 |      1.6977ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:50 | 500 |      1.1944ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:50 | 500 |       952.7µs | 127.0.0.1 | GET | /api/placement/11 | -
10:16:50 | 500 |       563.6µs | 127.0.0.1 | GET | /api/placement/11 | -
10:16:50 | 500 |      1.8201ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:51 | 500 |      2.4485ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:51 | 500 |      2.9626ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:51 | 500 |      2.9245ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:51 | 500 |      1.3028ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:51 | 500 |      3.1146ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:51 | 500 |      1.8964ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:51 | 500 |      1.1381ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:51 | 500 |       815.8µs | 127.0.0.1 | GET | /api/placement/11 | -
10:16:51 | 500 |      1.4158ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:51 | 500 |      3.0302ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:52 | 500 |      1.9886ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:52 | 500 |      3.5583ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:52 | 500 |      1.1625ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:52 | 500 |      1.4473ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:52 | 500 |      1.4342ms | 127.0.0.1 | GET | /api/placement/11 | -
10:16:52 | 500 |      3.5824ms | 127.0.0.1 | GET | /api/placement/11 | -
